prompt,prompt_ko,subtitle,characters,scene_tag,style_tag,shot_type,duration,start_time,end_time,parent_scene
"Sundeok-eomeom stepping forward and prostrating herself. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",삼십 년 동안 그 붓을 쥔 사람은 단 한 사람이었습니다 그때 순덕어멈이 ,"삼십 년 동안 그 붓을 쥔 사람은 단 한 사람이었습니다 그때 순덕어멈이 앞으로 나와 엎드렸어요 ""대감마님, 소인이 죽을죄를 지었습니다",순덕어멈,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.670,4029.180,4042.850,S030
"memory of the bent figure leaving the dark sewing room. Characters: Steward No (bent old steward in brown robe). Setting: dark noble mansion courtyard at night, moon behind clouds, tiled roofs. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","지난 해 어느 밤, 불 꺼진 침방에서 나오는 청지기 어른의 뒷모습을 봤습","지난 해 어느 밤, 불 꺼진 침방에서 나오는 청지기 어른의 뒷모습을 봤습니다",노청지기,courtyard_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,7.680,4042.850,4050.530,S030
"Sundeok-eomeom confessing in tears, Lord Shim signaling the gatekeeper. Characters: Sundeok-eomeom (stout kitchen woman in apron), Lord Shim (elderly nobleman with white beard). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그런데 잘못 봤을지도 모른다고, 괜한 말을 했다가 쫓겨날까 싶어 입을 다","그런데 잘못 봤을지도 모른다고, 괜한 말을 했다가 쫓겨날까 싶어 입을 다물었습니다."" 대감이 행랑아범에게 눈짓했어요","순덕어멈,심대감",courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,12.290,4050.530,4062.820,S030
"the gatekeeper finding a bundle of notes and a land deed deep in a chest. Setting: steward's small room with a wooden chest. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",행랑아범이 노 청지기의 방을 뒤졌습니다 그리고 반닫이 깊숙한 곳에서 쪽지,행랑아범이 노 청지기의 방을 뒤졌습니다 그리고 반닫이 깊숙한 곳에서 쪽지 한 묶음과 땅 문서 한 장을 들고 나왔지요,,steward_room,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.670,4062.820,4074.490,S030
"close-up of rice trade notes from Mapo merchants matching the butterfly knots. Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",마포의 미전 상인과 쌀을 사고판 거래 쪽지였습니다 쪽지에 적힌 날짜는 도,마포의 미전 상인과 쌀을 사고판 거래 쪽지였습니다 쪽지에 적힌 날짜는 도포 안감의 나비 매듭과 하나하나 맞아떨어졌어요,,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.350,4074.490,4086.840,S030
"memory of the broken lock night. Setting: earthen-walled storehouse at night under moonlight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그 가운데에는 겨울 끝자락, 곳간 자물쇠가 부서졌던 바로 그 밤의 날짜도","그 가운데에는 겨울 끝자락, 곳간 자물쇠가 부서졌던 바로 그 밤의 날짜도 있었습니다",,storehouse_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,8.460,4086.840,4095.300,S030
"a porter sent by merchants leaving a big footprint, then Steward No collapsing. Setting: earthen-walled storehouse at night under moonlight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그날 밤 곳간 앞에 큰 발자국을 남긴 것은, 미전 상인이 보낸 짐꾼이었던","그날 밤 곳간 앞에 큰 발자국을 남긴 것은, 미전 상인이 보낸 짐꾼이었던 거지요 노 청지기는 마당 한가운데 털썩 주저앉았습니다",,storehouse_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,13.160,4095.300,4108.460,S030
"Steward No sitting collapsed in the middle of the courtyard, his gentle mask crumbling. Characters: Steward No (bent old steward in brown robe). Setting: noble mansion courtyard decorated for a 60th birthday feast, lanterns, red cloth tables, awnings, spring morning. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","삼십 년을 쌓아 온 온화한 얼굴이, 한순간에 허물어져 내렸지요","삼십 년을 쌓아 온 온화한 얼굴이, 한순간에 허물어져 내렸지요",노청지기,courtyard_feast,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,6.250,4108.460,4114.710,S030
"evening, Lord Shim, Dallae, and Juni leaning on his knee in the men's quarters. Characters: Lord Shim (elderly nobleman with white beard), Dallae (young seamstress in faded white jeogori), Juni (7-year-old noble boy with red ribbon). Setting: Joseon nobleman's study in the evening, warm lamp light, tea table. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","소란이 가라앉은 뒤, 대감은 달래를 사랑채로 불렀습니다 방에는 대감과 달","소란이 가라앉은 뒤, 대감은 달래를 사랑채로 불렀습니다 방에는 대감과 달래, 그리고 할아버지 무릎에 기댄 준이뿐이었어요","심대감,달래,준이",sarangchae_evening,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.820,4114.710,4126.530,S031
"Lord Shim asking quietly. Characters: Lord Shim (elderly nobleman with white beard), Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study in the evening, warm lamp light, tea table. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","대감이 조용히 물었습니다 ""네 덕에 이 집의 도둑을 잡았다. 헌데 하나만","대감이 조용히 물었습니다 ""네 덕에 이 집의 도둑을 잡았다. 헌데 하나만 묻자 말을 할 수 있으면서, 어찌 그토록 오래 입을 닫고 살았느냐?""","심대감,달래",sarangchae_evening,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.790,4126.530,4140.320,S031
"Dallae hesitating, then placing an old handkerchief before him. Characters: Dallae (young seamstress in faded white jeogori). Setting: Joseon nobleman's study in the evening, warm lamp light, tea table. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",달래는 오래 망설였어요 그러다 품속에서 낡은 수건을 꺼내 대감 앞에 내려,달래는 오래 망설였어요 그러다 품속에서 낡은 수건을 꺼내 대감 앞에 내려놓았습니다,달래,sarangchae_evening,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,9.070,4140.320,4149.390,S031
"close-up of the embroidered handkerchief, Dallae revealing her name. Characters: Dallae (young seamstress in faded white jeogori), Lord Shim (elderly nobleman with white beard). Setting: Joseon nobleman's study in the evening, warm lamp light, tea table. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","달래라는 두 글자가 수놓인, 삼 년 전 눈 위에 떨어졌던 그 수건이었지요","달래라는 두 글자가 수놓인, 삼 년 전 눈 위에 떨어졌던 그 수건이었지요 ""소녀의 성은 권가입니다. 권 진사의 딸, 권달래입니다.""","달래,심대감",sarangchae_evening,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,13.500,4149.390,4162.890,S031
"the teacup trembling in Lord Shim's hand. Characters: Lord Shim (elderly nobleman with white beard). Setting: Joseon nobleman's study in the evening, warm lamp light, tea table. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","대감의 손에서 찻잔이 달그락 흔들렸어요 ""권 진사의, 딸이라고."" 대감의","대감의 손에서 찻잔이 달그락 흔들렸어요 ""권 진사의, 딸이라고."" 대감의 눈앞에 오래전 한 장면이 떠올랐어요",심대감,sarangchae_evening,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,12.100,4162.890,4174.990,S031
"flashback: a spring day, two scholars playing baduk, a little girl reading aloud on the veranda. Characters: Lord Shim (elderly nobleman with white beard). Setting: modest scholar's house in Joseon, soft faded memory tone. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","권 진사의 사랑채에서 벗과 바둑을 두던 어느 봄날, 마루 끝에서 제 아비","권 진사의 사랑채에서 벗과 바둑을 두던 어느 봄날, 마루 끝에서 제 아비의 책을 소리 내어 읽던 계집아이가 있었습니다",심대감,flashback_home,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,10.630,4174.990,4185.620,S031
"flashback: Lord Shim patting the little girl's head, she smiles shyly. Characters: Lord Shim (elderly nobleman with white beard), Dallae (young seamstress in faded white jeogori). Setting: modest scholar's house in Joseon, soft faded memory tone. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","대감이 기특하다며 머리를 쓰다듬자, 아이는 수줍게 웃으며 제 이름을 말했","대감이 기특하다며 머리를 쓰다듬자, 아이는 수줍게 웃으며 제 이름을 말했지요 달래라고요","심대감,달래",flashback_home,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,9.410,4185.620,4195.030,S031
"Dallae telling her story calmly. Characters: Dallae (young seamstress in faded white jeogori), Lord Shim (elderly nobleman with white beard). Setting: Joseon nobleman's study in the evening, warm lamp light, tea table. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그 아이가 열두 해를 건너, 지금 대감 앞에 앉아 있었던 겁니다 달래는 ","그 아이가 열두 해를 건너, 지금 대감 앞에 앉아 있었던 겁니다 달래는 담담하게 이야기를 이어 갔습니다","달래,심대감",sarangchae_evening,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.460,4195.030,4205.490,S031
"flashback: constables storming a scholar's house at dawn. Setting: modest scholar's house in Joseon, soft faded memory tone. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","열두 살 되던 해, 조정에 큰 옥사가 일어났어요 어느 새벽 포졸들이 집에","열두 살 되던 해, 조정에 큰 옥사가 일어났어요 어느 새벽 포졸들이 집에 들이닥쳤지요",,flashback_home,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,8.790,4205.490,4214.280,S031
